"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","second choice",NA,"daytime","Secondary education",NA,"Portuguese",143.9,"yes",NA,"no","male","no",5,2,5,3,NA,"Enrolled"
"single","second choice",NA,"evening","Secondary education",139,"Portuguese",140.7,"no","no","no","male","no",NA,1,5,2,12.4,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",132,"Portuguese",130.4,"yes","no","no",NA,"no",6,6,6,5,8.9,"Graduate"
NA,"seventh chioce",NA,"daytime","Frequency of higher education",119,"Portuguese",123.2,"yes","no","no","male","no",NA,6,6,6,10.8,"Graduate"
NA,"second choice","Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",118,"no","no","no","male","no",6,6,NA,6,8.9,"Graduate"
"single","second choice","Agronomy","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",NA,"Portuguese",120,NA,"no","no","male","no",3,0,3,0,16.2,"Dropout"
"single","fifth choice","Informatics Engineering","daytime","Secondary education",129,"Portuguese",118.9,"yes","no","no","male","no",5,3,5,3,NA,"Dropout"
NA,"second choice","Veterinary Nursing","daytime","Secondary education",128,"Portuguese",117.2,"no","no","no",NA,"no",5,5,5,5,12.7,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",120,"Portuguese",120,"no","no","no",NA,"no",6,5,NA,5,16.2,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",130,"Portuguese",118.1,"no","no","no",NA,"no",6,6,NA,6,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",130,"Portuguese",124.8,"yes","no","no",NA,"no",5,0,5,1,7.6,"Dropout"
"single","seventh chioce","Informatics Engineering","daytime","Secondary education",111,"Portuguese",106.5,"yes","no","no",NA,"no",5,NA,5,NA,12.4,"Dropout"
NA,"seventh chioce","Management",NA,"Secondary education",121,"Portuguese",116.8,"no","no","no","male","no",5,3,5,5,13.9,"Enrolled"
NA,"fifth choice","Animation and Multimedia Design","daytime","Secondary education",117,"Portuguese",109.3,"no","no","no","male","no",0,0,0,0,NA,"Graduate"
"married",NA,"Veterinary Nursing","daytime","12th year of schooling - not completed",133.1,"Portuguese",120,"yes","no","no","male","no",5,0,5,0,9.4,"Dropout"
NA,"third choice","Nursing","daytime","Secondary education",149,"Portuguese",137.5,"no","no",NA,"male","no",8,7,8,7,12.7,"Graduate"
"single","third choice","Management (evening attendance)","evening","Secondary education",172,"Portuguese",150,"yes","no","no","female","yes",5,5,5,5,9.4,"Enrolled"
"married",NA,"Social Service",NA,"Secondary education",134,"Portuguese",NA,"no","no","no",NA,"no",6,6,6,NA,7.6,"Graduate"
"single","fifth choice","Communication Design","daytime","Secondary education",136,"Portuguese",136.7,"yes",NA,"no","female",NA,6,4,6,6,10.8,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",133.1,"Portuguese",NA,"yes","no","no","female","no",NA,0,NA,0,7.6,"Dropout"
"single","sixth choice","Nursing",NA,"Secondary education",141,"Portuguese",133,"yes","no","no","female","no",7,7,8,7,13.9,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",141,"Portuguese",128.8,"yes","no","no","female","no",NA,6,6,6,8.9,"Enrolled"
NA,"second choice","Management","daytime","Secondary education",148,NA,133,"yes","no","no","female","no",5,4,NA,4,13.9,"Graduate"
NA,"second choice","Tourism","daytime","Secondary education",102,"Portuguese",102,"no","no","no","female","no",6,5,6,5,NA,"Graduate"
"single","second choice","Management","daytime","Secondary education",143,"Portuguese",133.9,"no","no","no","female","yes",5,5,5,5,NA,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",127,NA,NA,"no","female","no",NA,3,5,5,7.6,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",121,"Portuguese",120.4,"yes","no","no","female",NA,6,6,6,6,15.5,"Graduate"
"single",NA,"Tourism","daytime","Secondary education",122,NA,NA,"yes","no","no","female","no",6,6,6,3,7.6,"Graduate"
"single","fifth choice","Oral Hygiene","daytime","Secondary education",122,"Portuguese",123.9,"no","no","no","female","no",7,7,8,8,13.9,"Graduate"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",123,"Portuguese",117.8,"yes","no","no","female","no",6,6,6,6,10.8,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",133,"Portuguese",126.7,"no","no","no","female","no",7,4,7,NA,16.2,"Enrolled"
"single","second choice",NA,"daytime","Technological specialization course",110,"Portuguese",110,"no","no","no","female","yes",6,6,6,6,11.1,"Graduate"
"single","second choice","Advertising and Marketing Management",NA,"Secondary education",155,"Portuguese",134.7,NA,NA,"no","female","no",6,5,NA,4,12.7,"Enrolled"
"single","second choice","Agronomy","daytime","Secondary education",119,"Portuguese",113.2,"no","no","yes","female","no",6,6,6,5,11.1,"Enrolled"
"single","second choice","Management (evening attendance)","evening","Higher education - degree",120,"Portuguese",141,"no","no","no",NA,NA,15,11,13,11,10.8,"Dropout"
"single","second choice","Basic Education","daytime",NA,133.1,"Portuguese",111.5,"no","no","no","female","yes",6,4,6,3,NA,"Dropout"
"divorced","second choice","Basic Education","daytime","Secondary education",143,"Portuguese",NA,"no","no","yes","female","no",7,6,7,5,8.9,"Dropout"
"single",NA,"Advertising and Marketing Management","daytime","Secondary education",149,"Portuguese",134.3,"no","yes","no","female","no",6,6,6,6,NA,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",133,"Portuguese",125.3,"yes","no","no",NA,"no",18,NA,13,13,15.5,"Graduate"
"single","second choice","Equinculture","daytime","Higher education - degree",140,"Portuguese",140,"yes","no","no","female","no",6,0,6,0,NA,"Dropout"
"single","sixth choice","Communication Design","daytime","Secondary education",122,"Portuguese",NA,"no","no","yes","female","no",NA,4,6,4,NA,"Dropout"
"single","second choice","Nursing","daytime","Higher education - degree (1st cycle)",170,"Portuguese",NA,"no","no",NA,"female","no",7,7,8,8,16.2,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",120,"Portuguese",150.5,"no",NA,NA,"female","no",6,6,6,6,15.5,"Graduate"
NA,NA,"Nursing",NA,"Secondary education",143,"Portuguese",128,"no","no","no","female","yes",7,NA,8,8,13.9,"Graduate"
"single","fourth choice","Animation and Multimedia Design","daytime",NA,115,"Portuguese",108.7,"yes","no","no","female","no",0,0,0,0,9.4,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",123,NA,NA,"yes","no",NA,"female","yes",5,0,5,0,7.6,"Dropout"
"single",NA,NA,"daytime","Secondary education",131,"Portuguese",125.3,"yes","no","no","female",NA,8,7,8,7,10.8,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",NA,NA,117.6,"no","no","no","female","no",NA,0,6,0,12.4,"Dropout"
"single","fourth choice","Nursing","daytime","Secondary education",126,"Portuguese",124.3,NA,"no","no","female","yes",7,NA,7,5,7.6,"Enrolled"
"single",NA,"Basic Education","daytime","Secondary education",112,"Portuguese",106.1,"yes",NA,NA,"female","yes",7,7,7,7,8.9,"Graduate"
"married",NA,NA,"evening","Secondary education",NA,"Portuguese",139.9,"yes","no","no","female","no",6,5,6,6,9.4,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",116,"Portuguese",110.8,"yes","no","no","female","no",6,6,6,6,12.4,"Graduate"
"single","fourth choice","Management","daytime","Secondary education",118,"Portuguese",118,"no","no","no","female","no",5,4,5,5,NA,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",130,"Portuguese",117.8,NA,"no","no",NA,"yes",8,7,8,7,12.7,"Graduate"
NA,"seventh chioce","Nursing","daytime","Secondary education",144,"Portuguese",127.5,"yes","no","no","female","yes",8,NA,8,7,12.7,"Graduate"
NA,"third choice","Social Service",NA,"Higher education - degree",105,"Portuguese",129.7,"yes","no","no","female","yes",6,6,6,6,9.4,"Graduate"
"single",NA,NA,"daytime","Secondary education",143,"Portuguese",130.6,"yes","no","no","female","no",NA,7,8,8,16.2,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",137,"Portuguese",126.3,"yes",NA,"no",NA,NA,7,6,8,8,11.1,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","female","no",6,5,6,4,12.4,"Enrolled"
NA,"second choice","Journalism and Communication","daytime","Secondary education",133.1,"Portuguese",105,NA,"no","no","female",NA,6,6,6,6,NA,"Graduate"
"single","third choice","Management","daytime","Secondary education",116,NA,114.6,"yes","no","no",NA,"no",5,2,5,2,13.9,"Dropout"
"single",NA,NA,"daytime","Secondary education",117,"Portuguese",114.6,"yes","no","no","female","no",NA,4,6,4,9.4,"Dropout"
"single","second choice","Nursing",NA,"Secondary education",NA,"Portuguese",131,"yes","no","no","female","yes",8,8,8,8,9.4,"Graduate"
"single","fifth choice","Communication Design","daytime","Secondary education",116,"Portuguese",109,NA,"no","no",NA,NA,6,6,6,3,11.1,"Dropout"
"single","second choice","Basic Education","daytime","Secondary education",133.1,"Portuguese",132,"yes","no","no","female","no",6,5,NA,5,12.7,"Dropout"
NA,"second choice","Social Service (evening attendance)","evening","Technological specialization course",130,"Portuguese",130,"yes",NA,NA,"female","no",9,9,8,6,11.1,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",106,"Portuguese",NA,"yes",NA,"no","female","no",NA,7,8,8,NA,"Graduate"
"single","third choice","Journalism and Communication","daytime",NA,125,"Portuguese",115.9,"yes","no","no","female","no",6,NA,6,NA,12.4,"Graduate"
"single",NA,"Journalism and Communication","daytime","Secondary education",134,"Portuguese",131.6,"yes","yes","no","female","no",6,5,6,NA,10.8,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",133.1,"Portuguese",120,"no","no","no","female","yes",8,7,8,7,NA,"Graduate"
"single","third choice","Basic Education","daytime","Secondary education",117,"Portuguese",109.7,"yes","no","no","female","no",6,5,6,4,9.4,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",136,"Portuguese",136.4,"no","no","no","female","yes",7,7,8,8,13.9,"Graduate"
"single","second choice","Oral Hygiene","daytime","Secondary education",NA,"Portuguese",120,NA,"no","yes","female","yes",7,7,8,7,12.7,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime",NA,135,NA,132.6,"yes","no","no","female","yes",6,NA,6,5,NA,"Graduate"
"single","sixth choice",NA,"daytime","Secondary education",122,"Portuguese",NA,"yes","no","no",NA,"yes",NA,NA,6,NA,NA,"Graduate"
"single","sixth choice","Nursing","daytime","Secondary education",147,"Portuguese",134.3,"no","no","no","female","yes",8,7,8,7,NA,"Graduate"
"single","second choice","Management (evening attendance)",NA,"Secondary education",120,"Portuguese",123.2,"no","no","no","female","no",5,3,5,4,10.8,"Enrolled"
"single","fourth choice","Social Service","daytime","Secondary education",121,"Portuguese",117.2,"no","no","no","female","no",6,5,6,5,15.5,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",135,"Portuguese",129.8,"no","no","no","female","yes",6,6,6,6,12.7,"Dropout"
"married","second choice","Advertising and Marketing Management","daytime","Secondary education",130,"Portuguese",158,"no","no","yes","female","no",6,4,6,0,12.7,"Dropout"
"single","seventh chioce","Management","daytime","Secondary education",128,"Portuguese",NA,"no","no","no","female","no",5,NA,5,2,7.6,"Enrolled"
"single","second choice","Management","daytime","Secondary education",129,"Portuguese",121,"yes","no","no","female","no",5,2,5,3,7.6,"Enrolled"
"single","fourth choice","Nursing","daytime","Secondary education",NA,NA,133.8,"yes","no","no","female","no",8,8,8,8,9.4,"Enrolled"
"single",NA,"Journalism and Communication","daytime","Secondary education",108,"Portuguese",115,"yes","no",NA,"female",NA,6,0,6,0,NA,"Dropout"
"single","second choice",NA,"daytime","Secondary education",130,"Portuguese",131.8,"yes","no",NA,NA,"yes",5,2,5,3,7.6,"Enrolled"
NA,"second choice","Social Service","daytime","Secondary education",135,"Portuguese",121,"no",NA,"no","female","no",6,5,6,1,NA,"Enrolled"
"married","second choice","Management (evening attendance)","evening","Higher education - degree",140,"Portuguese",152.4,"no","no","no","female","no",5,5,5,5,10.8,"Graduate"
"single",NA,"Oral Hygiene","daytime","Secondary education",120,"Portuguese",110.2,"no","no","no","female","no",7,7,8,8,10.8,"Graduate"
"single","second choice","Advertising and Marketing Management",NA,NA,NA,"Portuguese",113.5,"yes","no","no","female","no",5,4,5,4,9.4,"Graduate"
"single","second choice","Social Service","daytime",NA,NA,NA,144.4,"yes","no","no","female","no",6,NA,6,6,16.2,"Graduate"
"single","second choice","Veterinary Nursing","daytime",NA,140,NA,143.3,"yes",NA,"no","female","no",12,9,9,6,8.9,"Enrolled"
"single","second choice","Nursing","daytime",NA,133.1,NA,100,"no","no","no","female","no",8,7,8,7,12.7,"Graduate"
"single","second choice","Social Service","daytime","Technological specialization course",130,"Portuguese",126.3,NA,NA,"no","female","yes",6,5,6,6,13.9,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",125,"Portuguese",115.9,"no","no","no","female","no",6,4,6,4,10.8,"Graduate"
"single","fifth choice","Social Service","daytime","Secondary education",125,NA,114.9,NA,"no","yes","female","yes",6,5,6,3,8.9,"Enrolled"
"single","second choice",NA,"daytime","Secondary education",135,NA,121,"no","no",NA,"female","no",6,5,6,NA,7.6,"Enrolled"
"single",NA,"Social Service (evening attendance)","evening","Secondary education",121,"Portuguese",112.3,"no",NA,"no","female","no",16,13,13,11,16.2,"Graduate"
"single","second choice",NA,"daytime","Secondary education",NA,"Portuguese",127,"no",NA,"no","female","no",6,5,6,5,12.7,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",130,"Portuguese",120,"no","no","no","female","no",6,0,6,0,NA,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",NA,"Portuguese",180,"no","no",NA,"female",NA,6,6,6,6,15.5,"Graduate"
"single",NA,"Nursing","daytime",NA,NA,"Portuguese",117.4,"yes","no",NA,"female","no",7,5,7,6,11.1,"Enrolled"
"single","fifth choice","Journalism and Communication","daytime","Secondary education",127,"Portuguese",115.8,"yes","no","no","female","no",6,6,6,6,13.9,"Graduate"
"single","fourth choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",136.5,"yes","no","no",NA,"no",5,3,5,4,NA,"Graduate"
"single","fourth choice","Nursing","daytime",NA,NA,"Portuguese",129,"yes","no","no","male","no",7,7,NA,8,13.9,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",144,"Dutch",137.6,"yes","no","no",NA,"yes",NA,5,5,5,10.8,"Graduate"
"single","third choice",NA,"daytime","Secondary education",126,"Portuguese",129.5,"yes","no","yes",NA,"no",6,5,6,4,10.8,"Dropout"
"single","second choice","Social Service","daytime","Technological specialization course",140,"Portuguese",129.1,"yes","no","no","female","yes",NA,11,11,11,12.4,"Graduate"
"single","sixth choice","Nursing","daytime","Secondary education",148,"Portuguese",NA,"yes","no","no","female","no",7,0,8,0,NA,"Dropout"
"single",NA,"Nursing","daytime","Secondary education",100,"Portuguese",134.3,"yes","no","no","female","no",NA,17,NA,17,16.2,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",151,"Portuguese",138.4,"yes","no","no","female","yes",6,6,6,NA,12.7,"Graduate"
"single","second choice",NA,"evening","Secondary education",120,"Portuguese",120,"yes","no","no","female","no",11,9,NA,7,7.6,"Dropout"
